Ț,S_latitude,S_Longtitude,T_Latitude,T_Longtitude
G,36.36809246,127.3802744,36.36806753,127.3822642
G,36.36881846,127.3822711,36.36806753,127.3822642
G,36.36806753,127.3822642,36.36881846,127.3822711
G,36.36809246,127.3802744,36.36884362,127.3802801
G,36.36884362,127.3802801,36.36809246,127.3802744
G,36.36818824,127.3730314,36.37039403,127.3769654
Y,36.37039403,127.3769654,36.36818824,127.3730314
Y,36.36881846,127.3822711,36.36884362,127.3802801
Y,36.36884362,127.3802801,36.36881846,127.3822711
G,36.36958546,127.3822983,36.36881846,127.3822711
G,36.36881846,127.3822711,36.36958546,127.3822983
G,36.36884362,127.3802801,36.36963012,127.3802862
G,36.36963012,127.3802862,36.36884362,127.3802801
G,36.36963012,127.3802862,36.36958546,127.3822983
G,36.36958546,127.3822983,36.36963012,127.3802862
G,36.36958546,127.3822983,36.37096878,127.382714
G,36.37096878,127.382714,36.36958546,127.3822983
G,36.36963084,127.3795217,36.36963012,127.3802862
G,36.36963012,127.3802862,36.36963084,127.3795217
Y,36.37096568,127.3823309,36.37039403,127.3769654
G,36.37039403,127.3769654,36.37096568,127.3823309
G,36.37039403,127.3769654,36.37097815,127.3795028
G,36.37097815,127.3795028,36.37039403,127.3769654
G,36.37096568,127.3823309,36.37096878,127.382714
G,36.37096878,127.382714,36.37096568,127.3823309
Y,36.37097815,127.3795028,36.37096568,127.3823309
Y,36.37096568,127.3823309,36.37097815,127.3795028
G,36.37096878,127.382714,36.37098018,127.3844332
G,36.37098018,127.3844332,36.37096878,127.382714
G,36.37102603,127.3911914,36.37098018,127.3844332
G,36.37098018,127.3844332,36.37102603,127.3911914
G,36.3711194,127.3920585,36.37102603,127.3911914
G,36.37102603,127.3911914,36.3711194,127.3920585
G,36.37421502,127.3905366,36.37434281,127.3934065
R,36.37434281,127.3934065,36.37421502,127.3905366
Y,36.37434281,127.3934065,36.37508521,127.396391
R,36.37508521,127.396391,36.37434281,127.3934065
Y,36.37434281,127.3934065,36.37568831,127.3934534
Y,36.37568831,127.3934534,36.37434281,127.3934065
R,36.3286004,127.3746272,36.32935484,127.3705041
R,36.32248084,127.3702714,36.32243143,127.3737119
R,36.32935484,127.3705041,36.3286004,127.3746272
R,36.32243143,127.3737119,36.32248084,127.3702714
G,36.32118046,127.3844887,36.31996734,127.3841061
Y,36.31996734,127.3841061,36.32118046,127.3844887
G,36.31996734,127.3841061,36.31920737,127.3838524
Y,36.31920737,127.3838524,36.31996734,127.3841061
G,36.31920737,127.3838524,36.31757128,127.383857
Y,36.31757128,127.383857,36.31920737,127.3838524
G,36.31757128,127.383857,36.31515496,127.3846831
Y,36.31515496,127.3846831,36.31757128,127.383857
G,36.31515496,127.3846831,36.31105949,127.3849795
Y,36.31105949,127.3849795,36.31515496,127.3846831
R,36.35216082,127.4017124,36.35352773,127.402523
Y,36.35352773,127.402523,36.35216082,127.4017124
R,36.35216082,127.4017124,36.35342671,127.4018235
R,36.35216082,127.4017124,36.35125387,127.4016743
R,36.35352773,127.402523,36.36475324,127.3936748
R,36.36475324,127.3936748,36.35352773,127.402523
R,36.34960043,127.3749439,36.35193459,127.3764931
R,36.35193459,127.3764931,36.34960043,127.3749439
Y,36.35125387,127.4016743,36.35216082,127.4017124
Y,36.35342671,127.4018235,36.35216082,127.4017124
G,36.27705388,127.3145667,36.25657484,127.3397107
G,36.25657484,127.3397107,36.27705388,127.3145667
G,36.21004223,127.3375904,36.23532984,127.3422901
G,36.23777911,127.3115347,36.23953422,127.3165681
G,36.23953422,127.3165681,36.23777911,127.3115347
G,36.23953422,127.3165681,36.23914456,127.3181546
G,36.23914456,127.3181546,36.23953422,127.3165681
G,36.23953422,127.3165681,36.24731866,127.3167199
G,36.24731866,127.3167199,36.23953422,127.3165681
G,36.29893146,127.3649306,36.30069056,127.3669435
Y,36.30069056,127.3669435,36.29893146,127.3649306
G,36.31040993,127.3370954,36.30784512,127.3407326
G,36.30784512,127.3407326,36.31040993,127.3370954
G,36.23532984,127.3422901,36.21004223,127.3375904
G,36.23747097,127.2856015,36.23460797,127.2873701
G,36.23460797,127.2873701,36.23747097,127.2856015
G,36.25716969,127.2884301,36.25659823,127.3033329
G,36.25659823,127.3033329,36.25716969,127.2884301
G,36.25785861,127.3014629,36.25772416,127.30027
G,36.25772416,127.30027,36.25785861,127.3014629
G,36.25785861,127.3014629,36.25763019,127.3017448
G,36.25763019,127.3017448,36.25785861,127.3014629
G,36.25728398,127.3033795,36.25659823,127.3033329
G,36.25659823,127.3033329,36.25728398,127.3033795
G,36.25659823,127.3033329,36.25534268,127.30408
G,36.25534268,127.30408,36.25659823,127.3033329
G,36.23730946,127.3099412,36.23585323,127.3063149
G,36.23585323,127.3063149,36.23730946,127.3099412
G,36.23774491,127.3112546,36.23730946,127.3099412
G,36.23730946,127.3099412,36.23774491,127.3112546
G,36.23777911,127.3115347,36.23774491,127.3112546
G,36.23774491,127.3112546,36.23777911,127.3115347
Y,36.33221104,127.3295001,36.33219264,127.3352566
Y,36.33219264,127.3352566,36.33221104,127.3295001
G,36.32757982,127.3328127,36.32751941,127.334791
G,36.32751941,127.334791,36.32757982,127.3328127
G,36.33219264,127.3352566,36.33220181,127.3328253
G,36.33220181,127.3328253,36.33219264,127.3352566
G,36.32751941,127.334791,36.32411357,127.3342408
G,36.32411357,127.3342408,36.32751941,127.334791
G,36.33219166,127.3359261,36.33219264,127.3352566
Y,36.33219264,127.3352566,36.33219166,127.3359261
Y,36.33218096,127.3379967,36.33007584,127.3381175
Y,36.33007584,127.3381175,36.32952737,127.3382244
Y,36.33007584,127.3381175,36.33218096,127.3379967
G,36.32952737,127.3382244,36.33007584,127.3381175
G,36.21004223,127.3375904,36.19466802,127.3344701
G,36.19466802,127.3344701,36.21004223,127.3375904
Y,36.30953378,127.343313,36.30784512,127.3407326
Y,36.30784512,127.3407326,36.30953378,127.343313
Y,36.33220059,127.3408591,36.33220854,127.3437688
Y,36.33220854,127.3437688,36.33220059,127.3408591
G,36.32091188,127.3439766,36.31958746,127.344099
Y,36.32225364,127.3441122,36.32091188,127.3439766
Y,36.31958746,127.344099,36.32091188,127.3439766
Y,36.32091188,127.3439766,36.32225364,127.3441122
G,36.31958746,127.344099,36.31714134,127.3452681
Y,36.31714134,127.3452681,36.31958746,127.344099
Y,36.3248883,127.3458046,36.32225364,127.3441122
G,36.32225364,127.3441122,36.3248883,127.3458046
G,36.31161255,127.3466462,36.31034185,127.3438069
Y,36.31034185,127.3438069,36.31161255,127.3466462
G,36.31714134,127.3452681,36.31161255,127.3466462
Y,36.32090049,127.3479266,36.32091188,127.3439766
Y,36.32091188,127.3439766,36.32090049,127.3479266
Y,36.31161255,127.3466462,36.31714134,127.3452681
G,36.3256464,127.3479698,36.3248883,127.3458046
Y,36.3248883,127.3458046,36.3256464,127.3479698
Y,36.31161255,127.3466462,36.30797264,127.3480037
G,36.30797264,127.3480037,36.31161255,127.3466462
R,36.33220854,127.3437688,36.33214142,127.3517001
R,36.33214142,127.3517001,36.33220854,127.3437688
R,36.3256464,127.3479698,36.32090049,127.3479266
R,36.33217341,127.3480663,36.3256464,127.3479698
Y,36.32090049,127.3479266,36.31752759,127.3480738
Y,36.32090049,127.3479266,36.3256464,127.3479698
R,36.3256464,127.3479698,36.33217341,127.3480663
R,36.31752759,127.3480738,36.32090049,127.3479266
G,36.30797264,127.3480037,36.3062252,127.3486456
Y,36.31258326,127.350122,36.31161255,127.3466462
G,36.31161255,127.3466462,36.31258326,127.350122
Y,36.3062252,127.3486456,36.30797264,127.3480037
R,36.33954782,127.3484839,36.33217341,127.3480663
R,36.33217341,127.3480663,36.33954782,127.3484839
R,36.31752759,127.3480738,36.31258326,127.350122
Y,36.30568447,127.3488473,36.30423346,127.3493528
Y,36.31258326,127.350122,36.31752759,127.3480738
Y,36.30423346,127.3493528,36.30568447,127.3488473
R,36.33217341,127.3480663,36.33214142,127.3517001
Y,36.33214142,127.3517001,36.33217341,127.3480663
R,36.34894302,127.3514434,36.34849827,127.3486514
Y,36.34849827,127.3486514,36.34894302,127.3514434
R,36.31258326,127.350122,36.30896541,127.3516832
Y,36.30896541,127.3516832,36.31258326,127.350122
Y,36.33214142,127.3517001,36.33213234,127.3527682
R,36.33213234,127.3527682,36.33214142,127.3517001
R,36.30896541,127.3516832,36.30512465,127.3532659
R,36.30512465,127.3532659,36.30896541,127.3516832
G,36.33244442,127.3574115,36.33229819,127.3568197
R,36.33229819,127.3568197,36.33244442,127.3574115
R,36.33433518,127.3667853,36.33244442,127.3574115
R,36.33433518,127.3667853,36.33244442,127.3574115
R,36.33244442,127.3574115,36.33433518,127.3667853
Y,36.33244442,127.3574115,36.33433518,127.3667853
G,36.32262558,127.3665047,36.31980354,127.3664428
G,36.31980354,127.3664428,36.32262558,127.3665047
G,36.32262558,127.3665047,36.3225684,127.3678707
G,36.3225684,127.3678707,36.32262558,127.3665047
Y,36.33433518,127.3667853,36.33438596,127.3683445
R,36.33438596,127.3683445,36.33433518,127.3667853
G,36.25785861,127.3014629,36.24777318,127.3156178
G,36.24777318,127.3156178,36.25785861,127.3014629
G,36.24364364,127.3252982,36.23914456,127.3181546
G,36.23914456,127.3181546,36.24364364,127.3252982
G,36.24731866,127.3167199,36.24934939,127.3319413
G,36.24934939,127.3319413,36.24731866,127.3167199
G,36.24760341,127.3301927,36.24364364,127.3252982
G,36.24364364,127.3252982,36.24760341,127.3301927
G,36.2963809,127.3299566,36.29430054,127.3304271
G,36.29430054,127.3304271,36.2963809,127.3299566
G,36.29430054,127.3304271,36.29228485,127.3308442
G,36.29228485,127.3308442,36.29430054,127.3304271
G,36.24902683,127.3318743,36.24760341,127.3301927
G,36.24934939,127.3319413,36.24760341,127.3301927
G,36.24760341,127.3301927,36.24902683,127.3318743
G,36.29228485,127.3308442,36.29218138,127.3347856
G,36.29218138,127.3347856,36.29228485,127.3308442
G,36.24969202,127.3339543,36.24934939,127.3319413
G,36.24969202,127.3339543,36.24924944,127.3322554
G,36.24924944,127.3322554,36.24969202,127.3339543
G,36.30465785,127.3326377,36.30463197,127.3348853
G,36.30463197,127.3348853,36.30465785,127.3326377
G,36.3079219,127.3348873,36.30790276,127.3326555
G,36.30790276,127.3326555,36.3079219,127.3348873
G,36.3079219,127.3348873,36.30463197,127.3348853
G,36.30463197,127.3348853,36.30146643,127.3348833
G,36.30463197,127.3348853,36.3079219,127.3348873
Y,36.30146643,127.3348833,36.30463197,127.3348853
G,36.2506458,127.3361773,36.24969202,127.3339543
G,36.24969202,127.3339543,36.2506458,127.3361773
G,36.30463197,127.3348853,36.30453149,127.337011
G,36.30453149,127.337011,36.30463197,127.3348853
G,36.25351537,127.3388042,36.2506458,127.3361773
G,36.29218138,127.3347856,36.29211593,127.3404521
G,36.29211593,127.3404521,36.29218138,127.3347856
G,36.2506458,127.3361773,36.25351537,127.3388042
G,36.25402511,127.339421,36.25351537,127.3388042
G,36.25351537,127.3388042,36.25402511,127.339421
G,36.2954501,127.3444662,36.29211593,127.3404521
Y,36.29211593,127.3404521,36.2954501,127.3444662
R,36.29783281,127.3450993,36.29643646,127.3404766
Y,36.29643646,127.3404766,36.29783281,127.3450993
G,36.27496209,127.3447582,36.2632875,127.3457992
G,36.2632875,127.3457992,36.27496209,127.3447582
G,36.26183836,127.3458167,36.25531078,127.3428161
G,36.25531078,127.3428161,36.26183836,127.3458167
G,36.29783281,127.3450993,36.2954501,127.3444662
Y,36.2954501,127.3444662,36.29783281,127.3450993
Y,36.29922002,127.3447828,36.29783281,127.3450993
G,36.29783281,127.3450993,36.29922002,127.3447828
G,36.2632875,127.3457992,36.26183836,127.3458167
G,36.26183836,127.3458167,36.2632875,127.3457992
G,36.29839606,127.3473896,36.29783281,127.3450993
G,36.29783281,127.3450993,36.29839606,127.3473896
Y,36.35029098,127.3533445,36.34894302,127.3514434
Y,36.34894302,127.3514434,36.35029098,127.3533445
Y,36.35098943,127.3530115,36.35029098,127.3533445
R,36.35029098,127.3533445,36.35098943,127.3530115
R,36.35201656,127.3554263,36.34894302,127.3514434
R,36.34894302,127.3514434,36.35201656,127.3554263
G,36.35029098,127.3533445,36.34642534,127.3538767
G,36.34642534,127.3538767,36.35029098,127.3533445
R,36.35201656,127.3554263,36.35029098,127.3533445
R,36.35029098,127.3533445,36.35201656,127.3554263
R,36.35201656,127.3554263,36.35126281,127.3539994
R,36.35350362,127.3584154,36.35201656,127.3554263
R,36.35201656,127.3554263,36.35350362,127.3584154
G,36.2947607,127.3235044,36.29357498,127.320692
G,36.29357498,127.320692,36.2947607,127.3235044
G,36.29534737,127.3213793,36.2947607,127.3235044
G,36.2947607,127.3235044,36.29534737,127.3213793
G,36.29869481,127.3236349,36.29645328,127.3218019
Y,36.29645328,127.3218019,36.29869481,127.3236349
G,36.29645328,127.3218019,36.29583224,127.3239759
G,36.29583224,127.3239759,36.29645328,127.3218019
G,36.29583224,127.3239759,36.2947607,127.3235044
G,36.2947607,127.3235044,36.29583224,127.3239759
G,36.29744897,127.3249647,36.29583224,127.3239759
Y,36.29869481,127.3236349,36.29783218,127.3252909
G,36.2947607,127.3235044,36.2942621,127.3254328
G,36.2942621,127.3254328,36.2947607,127.3235044
G,36.29783218,127.3252909,36.29869481,127.3236349
G,36.29583224,127.3239759,36.29744897,127.3249647
G,36.29583224,127.3239759,36.29544655,127.3253977
G,36.29544655,127.3253977,36.29583224,127.3239759
G,36.29783218,127.3252909,36.29744897,127.3249647
G,36.29744897,127.3249647,36.29783218,127.3252909
G,36.29744897,127.3249647,36.29616134,127.3256944
G,36.29616134,127.3256944,36.29544655,127.3253977
G,36.29616134,127.3256944,36.29744897,127.3249647
G,36.29544655,127.3253977,36.29616134,127.3256944
G,36.29532251,127.3259101,36.2942621,127.3254328
G,36.29544655,127.3253977,36.29532251,127.3259101
G,36.29532251,127.3259101,36.29544655,127.3253977
G,36.2942621,127.3254328,36.29532251,127.3259101
Y,36.29783218,127.3252909,36.29716253,127.3265269
G,36.29616134,127.3256944,36.29602928,127.3261929
G,36.29716253,127.3265269,36.29783218,127.3252909
G,36.29602928,127.3261929,36.29616134,127.3256944
G,36.29602928,127.3261929,36.29532251,127.3259101
G,36.29532251,127.3259101,36.29602928,127.3261929
G,36.29643205,127.3263675,36.29602928,127.3261929
G,36.29602928,127.3261929,36.29643205,127.3263675
G,36.29643205,127.3263675,36.29532251,127.3259101
G,36.29716253,127.3265269,36.29643205,127.3263675
G,36.29532251,127.3259101,36.29643205,127.3263675
G,36.29643205,127.3263675,36.29716253,127.3265269
G,36.2942621,127.3254328,36.29355918,127.3279099
G,36.29355918,127.3279099,36.2942621,127.3254328
G,36.29355918,127.3279099,36.29228485,127.3308442
G,36.29228485,127.3308442,36.29355918,127.3279099
G,36.33013457,127.3351179,36.33016229,127.3339467
G,36.33016229,127.3339467,36.33013457,127.3351179
G,36.32874888,127.3351327,36.32874884,127.3339215
G,36.32874884,127.3339215,36.32874888,127.3351327
G,36.29491066,127.3348057,36.29218138,127.3347856
G,36.33127,127.3359033,36.33016229,127.3339467
G,36.29639165,127.3348119,36.29491066,127.3348057
G,36.33016229,127.3339467,36.33127,127.3359033
G,36.29218138,127.3347856,36.29491066,127.3348057
Y,36.29491066,127.3348057,36.29639165,127.3348119
G,36.33013457,127.3351179,36.32874888,127.3351327
G,36.32874888,127.3351327,36.33013457,127.3351179
G,36.32874824,127.3358848,36.32751941,127.334791
G,36.32751941,127.334791,36.32874824,127.3358848
G,36.33060797,127.335899,36.33013457,127.3351179
G,36.33013457,127.3351179,36.33010796,127.3358868
G,36.33010796,127.3358868,36.33013457,127.3351179
G,36.32874824,127.3358848,36.32874888,127.3351327
G,36.32874888,127.3351327,36.32874824,127.3358848
G,36.33013457,127.3351179,36.33060797,127.335899
G,36.33010796,127.3358868,36.32874824,127.3358848
G,36.33060797,127.335899,36.33010796,127.3358868
G,36.33127,127.3359033,36.33060797,127.335899
Y,36.33219166,127.3359261,36.33127,127.3359033
G,36.32874824,127.3358848,36.33010796,127.3358868
G,36.33010796,127.3358868,36.33060797,127.335899
G,36.33060797,127.335899,36.33127,127.3359033
G,36.33127,127.3359033,36.33219166,127.3359261
G,36.29491066,127.3348057,36.29489793,127.3375121
G,36.29489793,127.3375121,36.29491066,127.3348057
G,36.29641225,127.3375463,36.29639165,127.3348119
Y,36.29639165,127.3348119,36.29641225,127.3375463
G,36.33127,127.3359033,36.33060833,127.3373917
G,36.33010796,127.3358868,36.33008145,127.3373912
G,36.33008145,127.3373912,36.33010796,127.3358868
G,36.33060833,127.3373917,36.33060797,127.335899
G,36.33060797,127.335899,36.33060833,127.3373917
G,36.33060833,127.3373917,36.33127,127.3359033
G,36.33060833,127.3373917,36.33008145,127.3373912
G,36.33008145,127.3373912,36.33060833,127.3373917
G,36.29641225,127.3375463,36.29489793,127.3375121
Y,36.29489793,127.3375121,36.29641225,127.3375463
G,36.33008145,127.3373912,36.33007584,127.3381175
G,36.33007584,127.3381175,36.33008145,127.3373912
G,36.33007584,127.3381175,36.33006122,127.3390545
R,36.33006122,127.3390545,36.33007584,127.3381175
G,36.33060572,127.3390689,36.33006122,127.3390545
G,36.33006122,127.3390545,36.33060572,127.3390689
G,36.29518996,127.3404874,36.29489793,127.3375121
G,36.29489793,127.3375121,36.29518996,127.3404874
Y,36.29643646,127.3404766,36.29641225,127.3375463
G,36.29641225,127.3375463,36.29643646,127.3404766
G,36.33060572,127.3390689,36.33060751,127.3403602
G,36.33060751,127.3403602,36.33060572,127.3390689
G,36.33136513,127.3403736,36.33060572,127.3390689
G,36.33060572,127.3390689,36.33136513,127.3403736
Y,36.33006987,127.3408706,36.33006122,127.3390545
Y,36.33006122,127.3390545,36.33006987,127.3408706
G,36.33136513,127.3403736,36.33060751,127.3403602
G,36.33060751,127.3403602,36.33136513,127.3403736
G,36.29643646,127.3404766,36.29518996,127.3404874
G,36.33060703,127.3408835,36.33060751,127.3403602
Y,36.33060751,127.3403602,36.33060703,127.3408835
G,36.29518996,127.3404874,36.29643646,127.3404766
R,36.33220059,127.3408591,36.33060703,127.3408835
Y,36.33060703,127.3408835,36.33006987,127.3408706
G,36.33060703,127.3408835,36.33220059,127.3408591
G,36.33006987,127.3408706,36.33060703,127.3408835
G,36.29579049,127.3434801,36.29518996,127.3404874
G,36.29518996,127.3404874,36.29579049,127.3434801
Y,36.33430793,127.3406731,36.33221334,127.3446979
R,36.33221334,127.3446979,36.33430793,127.3406731
Y,36.33221334,127.3446979,36.33006987,127.3408706
Y,36.33006987,127.3408706,36.33221334,127.3446979
G,36.28383987,127.3406576,36.27993297,127.3469536
G,36.27993297,127.3469536,36.28383987,127.3406576
G,36.29579049,127.3434801,36.2954501,127.3444662
G,36.2954501,127.3444662,36.29579049,127.3434801
Y,36.33221334,127.3446979,36.33220854,127.3437688
Y,36.33220854,127.3437688,36.33221334,127.3446979
Y,36.33221334,127.3446979,36.33217341,127.3480663
Y,36.33217341,127.3480663,36.33221334,127.3446979
G,36.27396622,127.3456514,36.2632875,127.3457992
G,36.27993297,127.3469536,36.27679668,127.3459732
G,36.27679668,127.3459732,36.27993297,127.3469536
G,36.2632875,127.3457992,36.27396622,127.3456514
G,36.28082144,127.3541793,36.27993297,127.3469536
G,36.27993297,127.3469536,36.28082144,127.3541793
G,36.28121966,127.3549718,36.27595631,127.3480086
G,36.27595631,127.3480086,36.28121966,127.3549718
G,36.28325697,127.3530108,36.28082144,127.3541793
G,36.28082144,127.3541793,36.28325697,127.3530108
G,36.28333929,127.3533063,36.28121966,127.3549718
G,36.28121966,127.3549718,36.28333929,127.3533063
G,36.28121966,127.3549718,36.28082144,127.3541793
G,36.28082144,127.3541793,36.28121966,127.3549718
G,36.30191942,127.3690805,36.30069056,127.3669435
Y,36.30069056,127.3669435,36.30191942,127.3690805
G,36.30278784,127.3674711,36.30191942,127.3690805
G,36.30191942,127.3690805,36.30278784,127.3674711
G,36.30250928,127.370113,36.30191942,127.3690805
G,36.30191942,127.3690805,36.30250928,127.370113
Y,36.30686589,127.3752382,36.3043874,127.374967
G,36.30840299,127.3750877,36.3073248,127.3752625
R,36.3043874,127.374967,36.30686589,127.3752382
G,36.3073248,127.3752625,36.30686589,127.3752382
G,36.3073248,127.3752625,36.30840299,127.3750877
G,36.30686589,127.3752382,36.3073248,127.3752625
G,36.30686589,127.3752382,36.30686399,127.3755397
G,36.30686399,127.3755397,36.30686589,127.3752382
G,36.3073248,127.3752625,36.3061898,127.378508
G,36.3061898,127.378508,36.3073248,127.3752625
G,36.3061898,127.378508,36.30568119,127.3802193
G,36.30568119,127.3802193,36.3061898,127.378508
G,36.30568119,127.3802193,36.30434896,127.3789221
G,36.30434896,127.3789221,36.30568119,127.3802193
G,36.30568119,127.3802193,36.30442593,127.380381
G,36.30442593,127.380381,36.30568119,127.3802193
G,36.30735791,127.3821076,36.30568119,127.3802193
Y,36.30568119,127.3802193,36.30735791,127.3821076
Y,36.31040065,127.3844781,36.30735791,127.3821076
G,36.30735791,127.3821076,36.31040065,127.3844781
G,36.31040065,127.3844781,36.30949788,127.3837756
Y,36.30949788,127.3837756,36.31040065,127.3844781
Y,36.31105949,127.3849795,36.31040065,127.3844781
Y,36.31040065,127.3844781,36.31105949,127.3849795
G,36.26758649,127.2898765,36.28003584,127.3003436
G,36.28003584,127.3003436,36.28203303,127.3069602
G,36.26704777,127.2814196,36.26758649,127.2898765
G,36.26726018,127.2797534,36.26704777,127.2814196
G,36.28003584,127.3003436,36.26758649,127.2898765
G,36.28203303,127.3069602,36.28003584,127.3003436
G,36.26758649,127.2898765,36.26704777,127.2814196
G,36.26704777,127.2814196,36.26726018,127.2797534
G,36.28333337,127.3094136,36.28301353,127.3088519
G,36.28511868,127.3109474,36.28333337,127.3094136
G,36.28751393,127.3195675,36.28511868,127.3109474
Y,36.29220012,127.3202719,36.28751393,127.3195675
G,36.28301353,127.3088519,36.28333337,127.3094136
G,36.28333337,127.3094136,36.28511868,127.3109474
Y,36.28511868,127.3109474,36.28751393,127.3195675
G,36.28751393,127.3195675,36.29220012,127.3202719
R,36.35167884,127.3487788,36.3518674,127.348109
Y,36.3518674,127.348109,36.35167884,127.3487788
R,36.3518674,127.348109,36.35203759,127.3476076
R,36.35203759,127.3476076,36.35241849,127.3460857
Y,36.35203759,127.3476076,36.3518674,127.348109
Y,36.35241849,127.3460857,36.35203759,127.3476076
R,36.3529384,127.3441577,36.35318821,127.3432542
R,36.35318821,127.3432542,36.35341884,127.3423738
R,36.35341884,127.3423738,36.35379274,127.3415298
Y,36.35318821,127.3432542,36.3529384,127.3441577
Y,36.35341884,127.3423738,36.35318821,127.3432542
R,36.35379274,127.3415298,36.35341884,127.3423738
R,36.35379274,127.3415298,36.35407896,127.3404646
R,36.35407896,127.3404646,36.35447049,127.3390492
Y,36.35407896,127.3404646,36.35379274,127.3415298
R,36.35447049,127.3390492,36.35407896,127.3404646
R,36.35508912,127.3366826,36.35447049,127.3390492
R,36.35447049,127.3390492,36.35508912,127.3366826
R,36.35508912,127.3366826,36.35525415,127.3360355
R,36.35525415,127.3360355,36.35603218,127.333147
G,36.35603218,127.333147,36.35611299,127.3328286
Y,36.35611299,127.3328286,36.35652124,127.3313132
G,36.35525415,127.3360355,36.35508912,127.3366826
Y,36.35603218,127.333147,36.35525415,127.3360355
Y,36.35611299,127.3328286,36.35603218,127.333147
G,36.35652124,127.3313132,36.35611299,127.3328286
Y,36.3575379,127.3317376,36.35652124,127.3313132
G,36.35652124,127.3313132,36.3575379,127.3317376
R,36.35901549,127.3285081,36.35784353,127.3318674
R,36.35970502,127.3264596,36.35901549,127.3285081
G,36.35784353,127.3318674,36.35901549,127.3285081
Y,36.35901549,127.3285081,36.35970502,127.3264596
Y,36.35953624,127.3178906,36.35970502,127.3264596
Y,36.35924746,127.3155202,36.35953624,127.3178906
Y,36.36046743,127.3056755,36.35924746,127.3155202
Y,36.35970502,127.3264596,36.35953624,127.3178906
G,36.35953624,127.3178906,36.35924746,127.3155202
Y,36.35924746,127.3155202,36.36046743,127.3056755
Y,36.36071731,127.3356474,36.35784353,127.3318674
Y,36.35784353,127.3318674,36.36071731,127.3356474
G,36.36005018,127.2934515,36.3604244,127.2991897
G,36.3604244,127.2991897,36.36005018,127.2934515
G,36.36034265,127.289368,36.36005018,127.2934515
G,36.36074346,127.2876522,36.36034265,127.289368
G,36.36078853,127.2748064,36.36074018,127.2759855
G,36.36171874,127.2715032,36.36078853,127.2748064
G,36.36099428,127.2838355,36.36074346,127.2876522
G,36.36074018,127.2759855,36.36099428,127.2838355
G,36.36005018,127.2934515,36.36034265,127.289368
G,36.36034265,127.289368,36.36074346,127.2876522
G,36.36074018,127.2759855,36.36078853,127.2748064
G,36.36078853,127.2748064,36.36171874,127.2715032
G,36.36074346,127.2876522,36.36099428,127.2838355
G,36.36099428,127.2838355,36.36074018,127.2759855
G,36.36204699,127.3366029,36.36071731,127.3356474
Y,36.36431934,127.3381708,36.36204699,127.3366029
R,36.36071731,127.3356474,36.36204699,127.3366029
R,36.36204699,127.3366029,36.36431934,127.3381708
R,36.36560287,127.338674,36.36431934,127.3381708
R,36.36431934,127.3381708,36.36560287,127.338674
R,36.37869774,127.3786167,36.37469287,127.3795505
R,36.38264515,127.3786115,36.37869774,127.3786167
R,36.37469287,127.3795505,36.37869774,127.3786167
Y,36.37869774,127.3786167,36.38264515,127.3786115
G,36.38408706,127.3460937,36.38149753,127.343529
G,36.38149753,127.343529,36.38408706,127.3460937
R,36.38570696,127.3786325,36.38264515,127.3786115
Y,36.38264515,127.3786115,36.38570696,127.3786325
Y,36.38408706,127.3460937,36.38763181,127.3463423
G,36.38763181,127.3463423,36.38408706,127.3460937
R,36.38570696,127.3786325,36.38859168,127.3786702
R,36.38859168,127.3786702,36.38570696,127.3786325
G,36.38763181,127.3463423,36.38889749,127.3467775
G,36.38889749,127.3467775,36.39102256,127.3477287
G,36.39102256,127.3477287,36.39155646,127.3481024
G,36.39155646,127.3481024,36.39216696,127.3485571
Y,36.39216696,127.3485571,36.39379499,127.3502429
G,36.38889749,127.3467775,36.38763181,127.3463423
G,36.39102256,127.3477287,36.38889749,127.3467775
G,36.39155646,127.3481024,36.39102256,127.3477287
G,36.39216696,127.3485571,36.39155646,127.3481024
G,36.39379499,127.3502429,36.39216696,127.3485571
Y,36.38859168,127.3786702,36.40504738,127.3767194
Y,36.40504738,127.3767194,36.40744371,127.3752112
R,36.40504738,127.3767194,36.38859168,127.3786702
Y,36.40744371,127.3752112,36.40504738,127.3767194
Y,36.39718962,127.3552494,36.40094112,127.3622429
Y,36.40094112,127.3622429,36.40744371,127.3752112
Y,36.40094112,127.3622429,36.39718962,127.3552494
Y,36.40744371,127.3752112,36.40094112,127.3622429
R,36.40744371,127.3752112,36.41121376,127.3777086
Y,36.41121376,127.3777086,36.41700371,127.3777134
R,36.41700371,127.3777134,36.41121376,127.3777086
R,36.41121376,127.3777086,36.40744371,127.3752112
Y,36.41801781,127.3785845,36.41982593,127.380243
Y,36.41982593,127.380243,36.42311731,127.3833285
Y,36.42311731,127.3833285,36.42636918,127.3849719
R,36.42636918,127.3849719,36.4285259,127.3859654
Y,36.41982593,127.380243,36.41801781,127.3785845
G,36.42311731,127.3833285,36.41982593,127.380243
Y,36.42636918,127.3849719,36.42311731,127.3833285
Y,36.4285259,127.3859654,36.42636918,127.3849719
Y,36.4285259,127.3859654,36.43209624,127.3876856
G,36.43209624,127.3876856,36.4285259,127.3859654
Y,36.43302559,127.3881513,36.43209624,127.3876856
G,36.43209624,127.3876856,36.43302559,127.3881513
Y,36.43302559,127.3881513,36.43417243,127.3887271
G,36.43417243,127.3887271,36.43302559,127.3881513
Y,36.43417243,127.3887271,36.43589943,127.3867977
