Ț,S_latitude,S_Longtitude,T_Latitude,T_Longtitude
R,36.34008599,127.4116172,36.34106234,127.4103538
R,36.34106234,127.4103538,36.34008599,127.4116172
R,36.34041102,127.4085434,36.34106234,127.4103538
Y,36.34106234,127.4103538,36.34041102,127.4085434
Y,36.34094978,127.4127226,36.34338981,127.4117233
G,36.34338981,127.4117233,36.34094978,127.4127226
R,36.34106234,127.4103538,36.34161487,127.4096632
R,36.34161487,127.4096632,36.34106234,127.4103538
R,36.34161487,127.4096632,36.34269471,127.4082921
R,36.34269471,127.4082921,36.34161487,127.4096632
Y,36.34432824,127.4057303,36.34161487,127.4096632
G,36.34161487,127.4096632,36.34432824,127.4057303
R,36.33181021,127.4271448,36.34174181,127.4142845
Y,36.34174181,127.4142845,36.33181021,127.4271448
R,36.34338981,127.4117233,36.34269471,127.4082921
Y,36.34269471,127.4082921,36.34338981,127.4117233
Y,36.34269471,127.4082921,36.34432824,127.4057303
R,36.34432824,127.4057303,36.34269471,127.4082921
R,36.31103596,127.3926517,36.31665959,127.3906655
R,36.31665959,127.3906655,36.31103596,127.3926517
G,36.29032337,127.3959939,36.28960303,127.3966891
G,36.28960303,127.3966891,36.29032337,127.3959939
R,36.3161305,127.4352918,36.31545684,127.4335239
G,36.31545684,127.4335239,36.3161305,127.4352918
Y,36.29582262,127.3858173,36.29713991,127.3846355
G,36.29713991,127.3846355,36.29582262,127.3858173
G,36.29713991,127.3846355,36.29908307,127.3839754
G,36.29908307,127.3839754,36.29713991,127.3846355
G,36.29908307,127.3839754,36.30162054,127.384498
G,36.30162054,127.384498,36.29908307,127.3839754
G,36.27130665,127.4008517,36.26669207,127.4083502
G,36.26669207,127.4083502,36.27130665,127.4008517
Y,36.30445012,127.3823599,36.30162054,127.384498
G,36.30162054,127.384498,36.30445012,127.3823599
Y,36.32082803,127.4068116,36.31972215,127.4083858
R,36.31972215,127.4083858,36.32082803,127.4068116
G,36.31585098,127.4386522,36.31468974,127.438996
R,36.31468974,127.438996,36.31585098,127.4386522
R,36.3137984,127.4366018,36.3161305,127.4352918
R,36.3161305,127.4352918,36.3137984,127.4366018
R,36.32934802,127.4276801,36.32715149,127.4289554
G,36.32715149,127.4289554,36.32934802,127.4276801
Y,36.29588821,127.3844196,36.29582262,127.3858173
Y,36.29582262,127.3858173,36.29588821,127.3844196
G,36.30170024,127.3860509,36.30162054,127.384498
Y,36.30162054,127.384498,36.30170024,127.3860509
G,36.29041143,127.3882562,36.29582262,127.3858173
G,36.29582262,127.3858173,36.29041143,127.3882562
G,36.31972215,127.4083858,36.32147765,127.409137
Y,36.32147765,127.409137,36.31972215,127.4083858
G,36.31993243,127.4331081,36.3161305,127.4352918
G,36.3161305,127.4352918,36.31993243,127.4331081
G,36.32100896,127.4358143,36.31585098,127.4386522
G,36.31585098,127.4386522,36.32100896,127.4358143
G,36.29619071,127.382272,36.29585178,127.383062
Y,36.29585178,127.383062,36.29619071,127.382272
G,36.30527043,127.3948218,36.30025602,127.3930845
G,36.30025602,127.3930845,36.30527043,127.3948218
G,36.30025602,127.3930845,36.29760401,127.3962532
G,36.29760401,127.3962532,36.30025602,127.3930845
G,36.29760401,127.3962532,36.29617113,127.3997329
G,36.29617113,127.3997329,36.29760401,127.3962532
G,36.27760184,127.3983837,36.27669112,127.3991008
G,36.27669112,127.3991008,36.27760184,127.3983837
G,36.27669112,127.3991008,36.27614992,127.3995271
G,36.27614992,127.3995271,36.27669112,127.3991008
G,36.29617113,127.3997329,36.29368565,127.399509
G,36.29368565,127.399509,36.29617113,127.3997329
G,36.27614992,127.3995271,36.27130665,127.4008517
G,36.27130665,127.4008517,36.27614992,127.3995271
G,36.29849831,127.4110444,36.29617113,127.3997329
G,36.29617113,127.3997329,36.29849831,127.4110444
Y,36.31733546,127.4070192,36.31677697,127.4072493
R,36.31677697,127.4072493,36.31733546,127.4070192
R,36.31677697,127.4072493,36.31538062,127.4075115
R,36.31538062,127.4075115,36.31677697,127.4072493
R,36.32171951,127.410035,36.32147765,127.409137
R,36.32147765,127.409137,36.32171951,127.410035
R,36.32171951,127.410035,36.31940397,127.41097
G,36.31940397,127.41097,36.32171951,127.410035
R,36.32248324,127.4124035,36.32171951,127.410035
R,36.32171951,127.410035,36.32248324,127.4124035
G,36.31940397,127.41097,36.31797035,127.4116624
R,36.3170999,127.4121136,36.31645828,127.4104406
G,36.31645828,127.4104406,36.3170999,127.4121136
G,36.31797035,127.4116624,36.31940397,127.41097
G,36.31797035,127.4116624,36.3170999,127.4121136
G,36.3170999,127.4121136,36.31797035,127.4116624
G,36.27946798,127.4248243,36.27669112,127.3991008
G,36.27669112,127.3991008,36.27946798,127.4248243
R,36.31590839,127.4176517,36.30844443,127.4081578
Y,36.30844443,127.4081578,36.31590839,127.4176517
R,36.31799484,127.4156006,36.3170999,127.4121136
R,36.3170999,127.4121136,36.31799484,127.4156006
Y,36.31822934,127.4176049,36.31726339,127.417776
G,36.31623584,127.417791,36.31590839,127.4176517
R,36.31726339,127.417776,36.31822934,127.4176049
G,36.31726339,127.417776,36.31623584,127.417791
G,36.31590839,127.4176517,36.31623584,127.417791
Y,36.31623584,127.417791,36.31726339,127.417776
G,36.30332282,127.4521724,36.30274349,127.4512005
Y,36.30274349,127.4512005,36.30332282,127.4521724
#N/A,36.34886196,127.403803,36.34841144,127.405752
#N/A,36.34841144,127.405752,36.34886196,127.403803
#N/A,36.34841144,127.405752,36.34752104,127.408881
#N/A,36.34752104,127.408881,36.34841144,127.405752
#N/A,36.34841144,127.405752,36.3461155,127.4104843
#N/A,36.3461155,127.4104843,36.34841144,127.405752
#N/A,36.34752104,127.408881,36.34738449,127.4096278
#N/A,36.34738449,127.4096278,36.34752104,127.408881
#N/A,36.34738449,127.4096278,36.34689806,127.409619
#N/A,36.34689806,127.409619,36.3461155,127.4104843
#N/A,36.3461155,127.4104843,36.34689806,127.409619
#N/A,36.3461155,127.4104843,36.34551203,127.4111095
#N/A,36.34551203,127.4111095,36.3461155,127.4104843
#N/A,36.34560589,127.4112785,36.34551203,127.4111095
#N/A,36.34551203,127.4111095,36.34560589,127.4112785
#N/A,36.34551203,127.4111095,36.34338981,127.4117233
#N/A,36.34338981,127.4117233,36.34551203,127.4111095
G,36.29869481,127.3236349,36.29974843,127.325038
Y,36.29974843,127.325038,36.29869481,127.3236349
Y,36.29974843,127.325038,36.29994099,127.3254585
Y,36.29994099,127.3254585,36.30114034,127.3287819
G,36.29994099,127.3254585,36.29974843,127.325038
G,36.30114034,127.3287819,36.29994099,127.3254585
R,36.30114034,127.3287819,36.30154606,127.3307416
R,36.30154606,127.3307416,36.30146643,127.3348833
Y,36.30146643,127.3348833,36.30154612,127.3370887
Y,36.30154606,127.3307416,36.30114034,127.3287819
Y,36.30146643,127.3348833,36.30154606,127.3307416
Y,36.30154612,127.3370887,36.30146643,127.3348833
R,36.30176074,127.3382088,36.30251671,127.3404636
Y,36.30154612,127.3370887,36.30176074,127.3382088
Y,36.30251671,127.3404636,36.30176074,127.3382088
Y,36.30176074,127.3382088,36.30154612,127.3370887
R,36.30251671,127.3404636,36.30340403,127.3450219
R,36.30340403,127.3450219,36.30423346,127.3493528
R,36.30340403,127.3450219,36.30251671,127.3404636
R,36.30423346,127.3493528,36.30340403,127.3450219
R,36.30423346,127.3493528,36.30448053,127.3506093
R,36.30448053,127.3506093,36.30423346,127.3493528
R,36.30448053,127.3506093,36.30512465,127.3532659
R,36.30512465,127.3532659,36.30448053,127.3506093
R,36.30611821,127.3572115,36.30512465,127.3532659
R,36.30512465,127.3532659,36.30611821,127.3572115
R,36.30677174,127.359876,36.30720815,127.3621283
R,36.30720815,127.3621283,36.30677174,127.359876
R,36.30720815,127.3621283,36.30760915,127.3644519
R,36.30760915,127.3644519,36.30720815,127.3621283
R,36.30760915,127.3644519,36.30923874,127.3689451
R,36.30923874,127.3689451,36.30989452,127.3721172
R,36.30923874,127.3689451,36.30760915,127.3644519
R,36.30989452,127.3721172,36.30923874,127.3689451
R,36.30989452,127.3721172,36.31071787,127.3747202
R,36.31071787,127.3747202,36.30989452,127.3721172
R,36.31071787,127.3747202,36.31309815,127.3800566
Y,36.31309815,127.3800566,36.31071787,127.3747202
Y,36.31309815,127.3800566,36.31515496,127.3846831
R,36.31515496,127.3846831,36.31309815,127.3800566
R,36.33829918,127.3932667,36.33499499,127.3972316
R,36.33499499,127.3972316,36.33829918,127.3932667
R,36.34154231,127.3892221,36.33829918,127.3932667
R,36.33829918,127.3932667,36.34154231,127.3892221
R,36.34154231,127.3892221,36.34187849,127.3885905
R,36.34187849,127.3885905,36.34225878,127.3871039
R,36.34187849,127.3885905,36.34154231,127.3892221
R,36.34225878,127.3871039,36.34187849,127.3885905
Y,36.34225878,127.3871039,36.3423039,127.3869079
R,36.3423039,127.3869079,36.34225878,127.3871039
R,36.34249562,127.3860751,36.3423039,127.3869079
R,36.34277306,127.38487,36.34249562,127.3860751
R,36.34290553,127.3842923,36.34277306,127.38487
R,36.3423039,127.3869079,36.34249562,127.3860751
R,36.34249562,127.3860751,36.34277306,127.38487
R,36.34277306,127.38487,36.34290553,127.3842923
Y,36.34344403,127.3817186,36.34225878,127.3871039
R,36.34225878,127.3871039,36.34344403,127.3817186
R,36.34332496,127.3821484,36.34290553,127.3842923
R,36.34344403,127.3817186,36.34332496,127.3821484
R,36.34290553,127.3842923,36.34332496,127.3821484
R,36.34332496,127.3821484,36.34344403,127.3817186
R,36.34466468,127.3798694,36.34344403,127.3817186
R,36.34344403,127.3817186,36.34466468,127.3798694
R,36.34600368,127.3786733,36.34466468,127.3798694
R,36.34466468,127.3798694,36.34600368,127.3786733
R,36.34631406,127.3784185,36.34600368,127.3786733
R,36.34756906,127.3775351,36.34631406,127.3784185
G,36.34600368,127.3786733,36.34631406,127.3784185
R,36.34631406,127.3784185,36.34756906,127.3775351
R,36.34866059,127.3766307,36.34756906,127.3775351
R,36.34756906,127.3775351,36.34866059,127.3766307
R,36.35061059,127.3728758,36.34600368,127.3786733
R,36.34600368,127.3786733,36.35061059,127.3728758
Y,36.35051121,127.3730796,36.35061059,127.3728758
R,36.34960043,127.3749439,36.35051121,127.3730796
R,36.34866059,127.3766307,36.34960043,127.3749439
R,36.35061059,127.3728758,36.35051121,127.3730796
R,36.35051121,127.3730796,36.34960043,127.3749439
R,36.34960043,127.3749439,36.34866059,127.3766307
R,36.34866059,127.3766307,36.34928124,127.3770468
R,36.34928124,127.3770468,36.34972506,127.3773467
R,36.34972506,127.3773467,36.35133806,127.3783849
R,36.34928124,127.3770468,36.34866059,127.3766307
R,36.34972506,127.3773467,36.34928124,127.3770468
R,36.35133806,127.3783849,36.34972506,127.3773467
G,36.35098943,127.3530115,36.35126281,127.3539994
R,36.35109684,127.3510651,36.35098943,127.3530115
R,36.35126281,127.3539994,36.35098943,127.3530115
R,36.35098943,127.3530115,36.35109684,127.3510651
R,36.35243803,127.3699399,36.35061059,127.3728758
R,36.35061059,127.3728758,36.35243803,127.3699399
R,36.35133806,127.3783849,36.35233868,127.3790844
R,36.35233868,127.3790844,36.35355349,127.3793179
R,36.35233868,127.3790844,36.35133806,127.3783849
R,36.35355349,127.3793179,36.35233868,127.3790844
R,36.35308631,127.3688725,36.35243803,127.3699399
R,36.35243803,127.3699399,36.35308631,127.3688725
R,36.35350362,127.3584154,36.35437193,127.3639621
Y,36.35437193,127.3639621,36.35350362,127.3584154
R,36.35437193,127.3639621,36.35308631,127.3688725
R,36.35308631,127.3688725,36.35437193,127.3639621
R,36.35355349,127.3793179,36.35421243,127.37934
R,36.35421243,127.37934,36.35583721,127.379352
G,36.35421243,127.37934,36.35355349,127.3793179
Y,36.35583721,127.379352,36.35421243,127.37934
R,36.35583721,127.379352,36.35768437,127.3793809
Y,36.35768437,127.3793809,36.35583721,127.379352
R,36.35768437,127.3793809,36.35870753,127.3793505
R,36.35870753,127.3793505,36.35979231,127.3793583
G,36.35870753,127.3793505,36.35768437,127.3793809
G,36.35979231,127.3793583,36.35870753,127.3793505
R,36.35979231,127.3793583,36.36222443,127.3793934
Y,36.36222443,127.3793934,36.35979231,127.3793583
R,36.36222443,127.3793934,36.36477406,127.379416
Y,36.36477406,127.379416,36.36222443,127.3793934
R,36.36477406,127.379416,36.36724624,127.3794768
Y,36.36724624,127.3794768,36.36477406,127.379416
R,36.36963084,127.3795217,36.36724624,127.3794768
R,36.37097815,127.3795028,36.36963084,127.3795217
R,36.36724624,127.3794768,36.36963084,127.3795217
Y,36.36963084,127.3795217,36.37097815,127.3795028
R,36.37469287,127.3795505,36.37097815,127.3795028
R,36.37097815,127.3795028,36.37469287,127.3795505
G,36.22278546,127.3184715,36.22451049,127.3176413
G,36.22451049,127.3176413,36.22278546,127.3184715
G,36.22324631,127.3176108,36.22451049,127.3176413
G,36.22451049,127.3176413,36.22324631,127.3176108
G,36.22451049,127.3176413,36.2296684,127.3170438
G,36.2296684,127.3170438,36.22451049,127.3176413
G,36.2296684,127.3170438,36.22948662,127.3175636
G,36.22948662,127.3175636,36.2296684,127.3170438
G,36.2296684,127.3170438,36.23181215,127.3162429
G,36.23181215,127.3162429,36.2296684,127.3170438
G,36.22996999,127.3039727,36.23010931,127.303063
G,36.23010931,127.303063,36.22996999,127.3039727
G,36.22996999,127.3039727,36.23170381,127.316006
G,36.23170381,127.316006,36.22996999,127.3039727
G,36.23170381,127.316006,36.23181215,127.3162429
G,36.23181215,127.3162429,36.23170381,127.316006
G,36.23914456,127.3181546,36.23181215,127.3162429
G,36.23181215,127.3162429,36.23914456,127.3181546
G,36.24444874,127.3450332,36.23532984,127.3422901
G,36.23532984,127.3422901,36.24444874,127.3450332
G,36.25322571,127.3410187,36.24444874,127.3450332
G,36.24444874,127.3450332,36.25322571,127.3410187
G,36.25401284,127.3434194,36.25322571,127.3410187
G,36.25322571,127.3410187,36.25401284,127.3434194
G,36.25436781,127.3404566,36.25322571,127.3410187
G,36.25322571,127.3410187,36.25436781,127.3404566
G,36.25401284,127.3434194,36.25351406,127.343663
G,36.25351406,127.343663,36.25401284,127.3434194
G,36.25531078,127.3428161,36.25401284,127.3434194
G,36.25401284,127.3434194,36.25531078,127.3428161
G,36.25436781,127.3404566,36.25531078,127.3428161
G,36.25531078,127.3428161,36.25436781,127.3404566
G,36.25657484,127.3397107,36.25436781,127.3404566
G,36.25436781,127.3404566,36.25657484,127.3397107
G,36.26183836,127.3458167,36.27760653,127.3665699
G,36.27760653,127.3665699,36.26183836,127.3458167
G,36.29893146,127.3649306,36.27760653,127.3665699
G,36.27760653,127.3665699,36.29893146,127.3649306
G,36.28474818,127.3521675,36.28805109,127.3542914
G,36.28805109,127.3542914,36.28474818,127.3521675
G,36.28516424,127.3523245,36.28805109,127.3542914
G,36.28823321,127.3536704,36.28516424,127.3523245
G,36.28516424,127.3523245,36.28992618,127.3554286
G,36.28992618,127.3554286,36.28516424,127.3523245
G,36.28805109,127.3542914,36.28823321,127.3536704
G,36.28823321,127.3536704,36.28805109,127.3542914
G,36.28805109,127.3542914,36.28992618,127.3554286
G,36.28992618,127.3554286,36.28805109,127.3542914
G,36.28992618,127.3554286,36.28823321,127.3536704
G,36.28823321,127.3536704,36.29168665,127.3558963
G,36.29168665,127.3558963,36.28823321,127.3536704
G,36.28992618,127.3554286,36.29213306,127.3568776
G,36.29213306,127.3568776,36.28992618,127.3554286
G,36.29168665,127.3558963,36.29213306,127.3568776
G,36.29213306,127.3568776,36.29168665,127.3558963
G,36.29213306,127.3568776,36.29776271,127.3562293
G,36.29776271,127.3562293,36.29213306,127.3568776
G,36.29371118,127.3602167,36.30003396,127.3633668
G,36.30003396,127.3633668,36.29371118,127.3602167
G,36.29396784,127.3783015,36.29525309,127.3794462
G,36.29525309,127.3794462,36.29396784,127.3783015
G,36.29525309,127.3794462,36.29581696,127.3784798
G,36.29581696,127.3784798,36.29525309,127.3794462
G,36.29525309,127.3794462,36.29688174,127.3808685
G,36.29688174,127.3808685,36.29525309,127.3794462
G,36.29581696,127.3784798,36.29639993,127.3774807
G,36.29639993,127.3774807,36.29581696,127.3784798
G,36.29581696,127.3784798,36.29741456,127.3798932
G,36.29741456,127.3798932,36.29581696,127.3784798
G,36.2963809,127.3299566,36.29639165,127.3348119
Y,36.29639165,127.3348119,36.2963809,127.3299566
G,36.29716253,127.3265269,36.2963809,127.3299566
Y,36.2963809,127.3299566,36.29716253,127.3265269
G,36.29896578,127.3293378,36.2963809,127.3299566
Y,36.2963809,127.3299566,36.29896578,127.3293378
Y,36.29639165,127.3348119,36.29898656,127.3348484
G,36.29898656,127.3348484,36.29639165,127.3348119
G,36.29639993,127.3774807,36.29816553,127.3785186
G,36.29816553,127.3785186,36.29639993,127.3774807
G,36.29837615,127.375229,36.29639993,127.3774807
G,36.29639993,127.3774807,36.29837615,127.375229
Y,36.29643646,127.3404766,36.29782531,127.3404736
G,36.29782531,127.3404736,36.29643646,127.3404766
Y,36.29741456,127.3798932,36.29688174,127.3808685
G,36.29688174,127.3808685,36.29741456,127.3798932
Y,36.29688174,127.3808685,36.29929128,127.3821528
G,36.29929128,127.3821528,36.29688174,127.3808685
Y,36.29716253,127.3265269,36.29896578,127.3293378
G,36.29896578,127.3293378,36.29716253,127.3265269
G,36.29816553,127.3785186,36.29741456,127.3798932
Y,36.29741456,127.3798932,36.29816553,127.3785186
G,36.29741456,127.3798932,36.29942587,127.3809441
G,36.29942587,127.3809441,36.29741456,127.3798932
G,36.3003149,127.3511584,36.29776271,127.3562293
G,36.29776271,127.3562293,36.3003149,127.3511584
G,36.29776271,127.3562293,36.30217152,127.3543462
G,36.30217152,127.3543462,36.29776271,127.3562293
G,36.29782531,127.3404736,36.29900681,127.3384315
G,36.29900681,127.3384315,36.29782531,127.3404736
Y,36.29782531,127.3404736,36.29906206,127.340471
G,36.29906206,127.340471,36.29782531,127.3404736
Y,36.29837615,127.375229,36.29816553,127.3785186
R,36.29816553,127.3785186,36.29837615,127.375229
G,36.29816553,127.3785186,36.29959468,127.3786119
R,36.29959468,127.3786119,36.29816553,127.3785186
G,36.29837615,127.375229,36.29910031,127.3752446
G,36.29910031,127.3752446,36.29837615,127.375229
R,36.29978456,127.3226029,36.29869481,127.3236349
Y,36.29869481,127.3236349,36.29978456,127.3226029
G,36.30003396,127.3633668,36.29893146,127.3649306
G,36.29893146,127.3649306,36.30003396,127.3633668
Y,36.29896578,127.3293378,36.29898656,127.3348484
G,36.29898656,127.3348484,36.29896578,127.3293378
G,36.29896578,127.3293378,36.30114034,127.3287819
Y,36.30114034,127.3287819,36.29896578,127.3293378
Y,36.29898656,127.3348484,36.29900681,127.3384315
R,36.29900681,127.3384315,36.29898656,127.3348484
R,36.29898656,127.3348484,36.30064224,127.3348717
Y,36.30064224,127.3348717,36.29898656,127.3348484
R,36.29900681,127.3384315,36.29906206,127.340471
G,36.29906206,127.340471,36.29900681,127.3384315
Y,36.29900681,127.3384315,36.30010565,127.3381321
G,36.30010565,127.3381321,36.29900681,127.3384315
G,36.29906206,127.340471,36.29915037,127.3433707
R,36.29915037,127.3433707,36.29906206,127.340471
Y,36.29906206,127.340471,36.30015112,127.3404687
R,36.30015112,127.3404687,36.29906206,127.340471
Y,36.29915037,127.3433707,36.29922002,127.3447828
G,36.29922002,127.3447828,36.29915037,127.3433707
G,36.30015112,127.3404687,36.29915037,127.3433707
R,36.29915037,127.3433707,36.30015112,127.3404687
G,36.29919009,127.3770861,36.29959468,127.3786119
G,36.29959468,127.3786119,36.29919009,127.3770861
R,36.29922002,127.3447828,36.30340403,127.3450219
R,36.30340403,127.3450219,36.29922002,127.3447828
G,36.29942587,127.3809441,36.29929128,127.3821528
G,36.29929128,127.3821528,36.29942587,127.3809441
G,36.29929128,127.3821528,36.3006789,127.3820801
G,36.3006789,127.3820801,36.29929128,127.3821528
Y,36.29959468,127.3786119,36.29942587,127.3809441
G,36.29942587,127.3809441,36.29959468,127.3786119
Y,36.29959468,127.3786119,36.30077015,127.3786885
G,36.30077015,127.3786885,36.29959468,127.3786119
G,36.29974843,127.325038,36.29978456,127.3226029
Y,36.29978456,127.3226029,36.29974843,127.325038
Y,36.29978456,127.3226029,36.29984674,127.3201079
Y,36.29984674,127.3201079,36.29978456,127.3226029
G,36.29978456,127.3226029,36.30083384,127.3221385
Y,36.30083384,127.3221385,36.29978456,127.3226029
G,36.30083384,127.3221385,36.29994099,127.3254585
Y,36.29994099,127.3254585,36.30083384,127.3221385
G,36.30003396,127.3633668,36.30208224,127.363664
G,36.30208224,127.363664,36.30003396,127.3633668
G,36.30010565,127.3381321,36.30015112,127.3404687
Y,36.30015112,127.3404687,36.30010565,127.3381321
G,36.30064224,127.3348717,36.30010565,127.3381321
R,36.30010565,127.3381321,36.30064224,127.3348717
R,36.30015112,127.3404687,36.30251671,127.3404636
R,36.30251671,127.3404636,36.30015112,127.3404687
G,36.30217152,127.3543462,36.3003149,127.3511584
Y,36.3003149,127.3511584,36.30217152,127.3543462
R,36.30423346,127.3493528,36.3003149,127.3511584
R,36.3003149,127.3511584,36.30423346,127.3493528
Y,36.30064224,127.3348717,36.30146643,127.3348833
G,36.30146643,127.3348833,36.30064224,127.3348717
G,36.30077015,127.3786885,36.3006789,127.3820801
G,36.3006789,127.3820801,36.30077015,127.3786885
G,36.3006789,127.3820801,36.30237931,127.3812318
G,36.30237931,127.3812318,36.3006789,127.3820801
Y,36.30069056,127.3669435,36.30254931,127.3661254
Y,36.30254931,127.3661254,36.30069056,127.3669435
Y,36.30077015,127.3786885,36.30246199,127.378799
G,36.30246199,127.378799,36.30077015,127.3786885
Y,36.30083384,127.3221385,36.30426284,127.320621
G,36.30426284,127.320621,36.30083384,127.3221385
Y,36.30154606,127.3307416,36.30176074,127.3382088
Y,36.30176074,127.3382088,36.30154606,127.3307416
R,36.30154612,127.3370887,36.30453149,127.337011
G,36.30453149,127.337011,36.30154612,127.3370887
G,36.30254931,127.3661254,36.30208224,127.363664
G,36.30208224,127.363664,36.30254931,127.3661254
G,36.30356871,127.3632107,36.30208224,127.363664
G,36.30208224,127.363664,36.30356871,127.3632107
R,36.30217152,127.3543462,36.30512465,127.3532659
R,36.30512465,127.3532659,36.30217152,127.3543462
G,36.30246199,127.378799,36.30237931,127.3812318
R,36.30237931,127.3812318,36.30246199,127.378799
G,36.30237931,127.3812318,36.30442593,127.380381
Y,36.30442593,127.380381,36.30237931,127.3812318
Y,36.30246199,127.378799,36.30434896,127.3789221
R,36.30434896,127.3789221,36.30246199,127.378799
Y,36.30400624,127.3708713,36.30250928,127.370113
G,36.30250928,127.370113,36.30400624,127.3708713
G,36.30647974,127.366418,36.30250928,127.370113
G,36.30250928,127.370113,36.30647974,127.366418
G,36.3046714,127.3406616,36.30251671,127.3404636
R,36.30251671,127.3404636,36.3046714,127.3406616
Y,36.30278784,127.3674711,36.30254931,127.3661254
Y,36.30254931,127.3661254,36.30278784,127.3674711
Y,36.30400871,127.3657343,36.30254931,127.3661254
G,36.30254931,127.3661254,36.30400871,127.3657343
G,36.30647974,127.366418,36.30278784,127.3674711
G,36.30278784,127.3674711,36.30647974,127.366418
Y,36.30356871,127.3632107,36.30400871,127.3657343
Y,36.30400871,127.3657343,36.30356871,127.3632107
G,36.30577624,127.362512,36.30356871,127.3632107
G,36.30356871,127.3632107,36.30577624,127.362512
Y,36.30502612,127.3711008,36.30400624,127.3708713
Y,36.30400624,127.3708713,36.30502612,127.3711008
Y,36.30400871,127.3657343,36.30628003,127.3651103
R,36.30628003,127.3651103,36.30400871,127.3657343
R,36.30434896,127.3789221,36.3043874,127.374967
R,36.3043874,127.374967,36.30434896,127.3789221
Y,36.30442593,127.380381,36.30434896,127.3789221
G,36.30434896,127.3789221,36.30442593,127.380381
R,36.3043874,127.374967,36.30463034,127.3724303
Y,36.30463034,127.3724303,36.3043874,127.374967
G,36.30461699,127.3862258,36.30445012,127.3823599
Y,36.30445012,127.3823599,36.30461699,127.3862258
R,36.30445012,127.3823599,36.3102059,127.3868297
R,36.3102059,127.3868297,36.30445012,127.3823599
G,36.3046714,127.3406616,36.30453149,127.337011
R,36.30453149,127.337011,36.3046714,127.3406616
Y,36.30453149,127.337011,36.30787943,127.3369402
Y,36.30787943,127.3369402,36.30453149,127.337011
Y,36.30463034,127.3724303,36.30502612,127.3711008
Y,36.30502612,127.3711008,36.30463034,127.3724303
Y,36.30837274,127.3738216,36.30463034,127.3724303
G,36.30463034,127.3724303,36.30837274,127.3738216
Y,36.3046714,127.3406616,36.30784512,127.3407326
Y,36.30784512,127.3407326,36.3046714,127.3406616
Y,36.30502612,127.3711008,36.30724765,127.3700001
Y,36.30724765,127.3700001,36.30502612,127.3711008
G,36.30628003,127.3651103,36.30577624,127.362512
G,36.30577624,127.362512,36.30628003,127.3651103
R,36.30577624,127.362512,36.30720815,127.3621283
R,36.30720815,127.3621283,36.30577624,127.362512
R,36.30628003,127.3651103,36.30717353,127.3646785
Y,36.30717353,127.3646785,36.30628003,127.3651103
G,36.30717353,127.3646785,36.30647974,127.366418
R,36.30647974,127.366418,36.30717353,127.3646785
R,36.30717353,127.3646785,36.30760915,127.3644519
R,36.30760915,127.3644519,36.30717353,127.3646785
G,36.30724765,127.3700001,36.30837274,127.3738216
G,36.30837274,127.3738216,36.30724765,127.3700001
G,36.30724765,127.3700001,36.30923874,127.3689451
Y,36.30923874,127.3689451,36.30724765,127.3700001
Y,36.30787943,127.3369402,36.30784512,127.3407326
Y,36.30784512,127.3407326,36.30787943,127.3369402
G,36.3079219,127.3348873,36.30787943,127.3369402
G,36.30787943,127.3369402,36.3079219,127.3348873
Y,36.30787943,127.3369402,36.31040993,127.3370954
Y,36.31040993,127.3370954,36.30787943,127.3369402
G,36.31054221,127.3349704,36.3079219,127.3348873
G,36.3079219,127.3348873,36.31054221,127.3349704
Y,36.30840299,127.3750877,36.30837274,127.3738216
Y,36.30837274,127.3738216,36.30840299,127.3750877
Y,36.30980481,127.3731602,36.30837274,127.3738216
Y,36.30837274,127.3738216,36.30980481,127.3731602
Y,36.30840299,127.3750877,36.30980481,127.3731602
Y,36.30980481,127.3731602,36.30840299,127.3750877
R,36.31928021,127.3710463,36.30923874,127.3689451
R,36.30923874,127.3689451,36.31928021,127.3710463
Y,36.30989452,127.3721172,36.30980481,127.3731602
G,36.30980481,127.3731602,36.30989452,127.3721172
R,36.3102059,127.3868297,36.30988568,127.3880968
G,36.30988568,127.3880968,36.3102059,127.3868297
Y,36.3142729,127.387662,36.3102059,127.3868297
Y,36.3102059,127.3868297,36.3142729,127.387662
G,36.31233471,127.3742336,36.31071787,127.3747202
Y,36.31071787,127.3747202,36.31233471,127.3742336
R,36.31105949,127.3849795,36.31309815,127.3800566
R,36.31309815,127.3800566,36.31105949,127.3849795
Y,36.31233471,127.3742336,36.31549818,127.3734275
Y,36.31549818,127.3734275,36.31233471,127.3742336
R,36.31620812,127.3787103,36.31309815,127.3800566
R,36.31309815,127.3800566,36.31620812,127.3787103
Y,36.31549818,127.3734275,36.31608109,127.3734114
Y,36.31608109,127.3734114,36.31549818,127.3734275
G,36.31549818,127.3734275,36.31620812,127.3787103
Y,36.31620812,127.3787103,36.31549818,127.3734275
G,36.31608109,127.3734114,36.31736665,127.3783026
R,36.31736665,127.3783026,36.31608109,127.3734114
G,36.31608109,127.3734114,36.31928428,127.373588
R,36.31928428,127.373588,36.31608109,127.3734114
G,36.31736665,127.3783026,36.31620812,127.3787103
R,36.31620812,127.3787103,36.31736665,127.3783026
G,36.31620812,127.3787103,36.31757128,127.383857
R,36.31757128,127.383857,36.31620812,127.3787103
R,36.31925371,127.3777204,36.31736665,127.3783026
Y,36.31736665,127.3783026,36.31925371,127.3777204
R,36.31925371,127.3777204,36.31920737,127.3838524
G,36.31920737,127.3838524,36.31925371,127.3777204
